"","sample_identifier","volume_imaged","name","Abundance","use_id","use_taxon_level","use_higher_rank","gps_furuno_latitude","gps_furuno_longitude"
"2385","D20180204T214154_IFCB102",4.093372025,"Guinardia striata",1,149113,"species","Diatom",41.1887,-70.8523
"2386","D20180205T042420_IFCB102",4.0569351125,"Guinardia striata",2,149113,"species","Diatom",41.1899,-70.8816
"2387","D20180203T184716_IFCB102",3.374855875,"Paralia sulcata",1,149055,"species","Diatom",39.7536,-70.8911
"2388","D20180131T180620_IFCB109",4.19464714583333,"mix elongated",17,148899,"class","Diatom",41.1975,-70.8792
"2389","D20180131T182933_IFCB109",1.6548032125,"mix elongated",5,148899,"class","Diatom",41.1924,-70.8756
"2390","D20180131T184315_IFCB109",4.27172664583333,"mix elongated",24,148899,"class","Diatom",41.1987,-70.8848
"2391","D20180131T190627_IFCB109",2.73107427083333,"mix elongated",23,148899,"class","Diatom",41.1972,-70.8812
"2392","D20180131T201102_IFCB109",2.92914966666667,"mix elongated",27,148899,"class","Diatom",41.197,-70.885
"2393","D20180131T202832_IFCB109",4.1607151875,"mix elongated",42,148899,"class","Diatom",41.1979,-70.8837
"2394","D20180131T205153_IFCB109",4.195555675,"mix elongated",40,148899,"class","Diatom",41.1921,-70.883
"2395","D20180131T213836_IFCB109",4.15178905416667,"mix elongated",1,148899,"class","Diatom",41.197,-70.8937
"2396","D20180201T103729_IFCB102",3.99101885416667,"mix elongated",2,148899,"class","Diatom",40.8413,-70.8868
"2397","D20180201T110037_IFCB102",4.0412721,"mix elongated",4,148899,"class","Diatom",40.8155,-70.8831
"2398","D20180201T114755_IFCB102",4.12785991666667,"mix elongated",9,148899,"class","Diatom",40.7175,-70.8785
"2399","D20180201T191037_IFCB102",4.242025075,"mix elongated",9,148899,"class","Diatom",40.6987,-70.8862
"2400","D20180201T193325_IFCB102",4.22867269166667,"mix elongated",1,148899,"class","Diatom",40.6923,-70.8842
"2401","D20180201T195614_IFCB102",4.2515781625,"mix elongated",18,148899,"class","Diatom",40.6871,-70.8833
"2402","D20180201T201903_IFCB102",4.19167631666667,"mix elongated",6,148899,"class","Diatom",40.6784,-70.8812
"2403","D20180201T204151_IFCB102",4.26345694166667,"mix elongated",7,148899,"class","Diatom",40.673,-70.885
"2404","D20180201T210440_IFCB102",4.34358725,"mix elongated",5,148899,"class","Diatom",40.6653,-70.8921
"2405","D20180201T212729_IFCB102",4.2316007125,"mix elongated",4,148899,"class","Diatom",40.6584,-70.896
"2406","D20180201T215017_IFCB102",4.16633765416667,"mix elongated",12,148899,"class","Diatom",40.6352,-70.8973
"2407","D20180201T221306_IFCB102",4.00078299166667,"mix elongated",4,148899,"class","Diatom",40.5879,-70.8945
"2408","D20180201T223555_IFCB102",3.83008190416667,"mix elongated",2,148899,"class","Diatom",40.5431,-70.8855
"2409","D20180201T225844_IFCB102",3.74634749583333,"mix elongated",2,148899,"class","Diatom",40.5294,-70.8858
"2410","D20180201T232132_IFCB102",3.71929327916667,"mix elongated",1,148899,"class","Diatom",40.5265,-70.8907
"2411","D20180201T234421_IFCB102",3.78156844166667,"mix elongated",8,148899,"class","Diatom",40.5227,-70.8958
"2412","D20180202T000710_IFCB102",3.81870549583333,"mix elongated",2,148899,"class","Diatom",40.5193,-70.8996
"2413","D20180202T005247_IFCB102",3.82806895833333,"mix elongated",2,148899,"class","Diatom",40.5289,-70.8836
"2414","D20180202T011536_IFCB102",3.89608572916667,"mix elongated",3,148899,"class","Diatom",40.5261,-70.8855
"2415","D20180202T013825_IFCB102",3.94887341666667,"mix elongated",8,148899,"class","Diatom",40.5226,-70.8885
"2416","D20180202T020114_IFCB102",4.04016969583333,"mix elongated",4,148899,"class","Diatom",40.4718,-70.8857
"2417","D20180202T022403_IFCB102",4.08414170833333,"mix elongated",3,148899,"class","Diatom",40.4144,-70.8819
"2418","D20180202T024651_IFCB102",4.06356522083333,"mix elongated",3,148899,"class","Diatom",40.3594,-70.8754
"2419","D20180202T085151_IFCB102",4.10165518333333,"mix elongated",5,148899,"class","Diatom",40.3569,-70.8843
"2420","D20180202T091440_IFCB102",4.07661592916667,"mix elongated",3,148899,"class","Diatom",40.359,-70.8799
"2421","D20180202T093729_IFCB102",4.0744867375,"mix elongated",5,148899,"class","Diatom",40.3556,-70.8797
"2422","D20180202T100018_IFCB102",4.06955295,"mix elongated",4,148899,"class","Diatom",40.3526,-70.8805
"2423","D20180202T102306_IFCB102",4.0053288875,"mix elongated",4,148899,"class","Diatom",40.3486,-70.8798
"2424","D20180202T104555_IFCB102",4.06256842083333,"mix elongated",2,148899,"class","Diatom",40.3505,-70.8821
"2425","D20180202T110844_IFCB102",4.01638262916667,"mix elongated",3,148899,"class","Diatom",40.3517,-70.8931
"2426","D20180202T113133_IFCB102",3.84726926666667,"mix elongated",8,148899,"class","Diatom",40.3406,-70.8977
"2427","D20180202T115422_IFCB102",3.89298317083333,"mix elongated",6,148899,"class","Diatom",40.3215,-70.8931
"2428","D20180202T121710_IFCB102",3.9170456,"mix elongated",3,148899,"class","Diatom",40.3021,-70.8892
"2429","D20180202T123959_IFCB102",3.91305275,"mix elongated",4,148899,"class","Diatom",40.2826,-70.8863
"2430","D20180202T130248_IFCB102",3.76502869166667,"mix elongated",4,148899,"class","Diatom",40.2617,-70.8828
"2431","D20180202T132537_IFCB102",3.65955532916667,"mix elongated",5,148899,"class","Diatom",40.2397,-70.8796
"2432","D20180202T134826_IFCB102",3.57128686666667,"mix elongated",2,148899,"class","Diatom",40.2217,-70.8737
"2433","D20180202T141115_IFCB102",3.54611527083333,"mix elongated",4,148899,"class","Diatom",40.2193,-70.88
"2434","D20180202T143403_IFCB102",3.55167065416667,"mix elongated",7,148899,"class","Diatom",40.2172,-70.8862
"2435","D20180202T145652_IFCB102",3.51264455833333,"mix elongated",5,148899,"class","Diatom",40.2159,-70.8906
"2436","D20180202T151941_IFCB102",3.51807336666667,"mix elongated",9,148899,"class","Diatom",40.2146,-70.8952
"2437","D20180202T171345_IFCB102",3.52460061666667,"mix elongated",25,148899,"class","Diatom",40.2056,-70.8949
"2438","D20180202T173634_IFCB102",3.54809890416667,"mix elongated",11,148899,"class","Diatom",40.1847,-70.8603
"2439","D20180202T210154_IFCB102",3.34616410833333,"mix elongated",4,148899,"class","Diatom",40.1106,-70.8616
"2440","D20180202T212443_IFCB102",3.35974729583333,"mix elongated",5,148899,"class","Diatom",40.0995,-70.8828
"2441","D20180202T214732_IFCB102",3.35293694583333,"mix elongated",6,148899,"class","Diatom",40.0865,-70.8758
"2442","D20180203T024407_IFCB102",3.69132605416667,"mix elongated",5,148899,"class","Diatom",40.1018,-70.8864
"2443","D20180203T073635_IFCB102",3.5137648625,"mix elongated",4,148899,"class","Diatom",40.0906,-70.895
"2444","D20180203T075856_IFCB102",3.50503338333333,"mix elongated",5,148899,"class","Diatom",40.0604,-70.8861
"2445","D20180203T082118_IFCB102",3.6221157875,"mix elongated",5,148899,"class","Diatom",40.029,-70.8855
"2446","D20180203T084339_IFCB102",3.49342852083333,"mix elongated",7,148899,"class","Diatom",39.9953,-70.8838
"2447","D20180203T090601_IFCB102",3.52427943333333,"mix elongated",3,148899,"class","Diatom",39.9621,-70.8828
"2448","D20180203T092822_IFCB102",3.6088801625,"mix elongated",6,148899,"class","Diatom",39.9408,-70.8806
"2449","D20180203T095043_IFCB102",3.52492206666667,"mix elongated",8,148899,"class","Diatom",39.9065,-70.8714
"2450","D20180203T101305_IFCB102",3.5719974125,"mix elongated",8,148899,"class","Diatom",39.8606,-70.8755
"2451","D20180203T103526_IFCB102",3.64251595833333,"mix elongated",3,148899,"class","Diatom",39.8143,-70.8793
"2452","D20180203T105748_IFCB102",3.59150475833333,"mix elongated",10,148899,"class","Diatom",39.7801,-70.8695
"2453","D20180203T141900_IFCB102",3.64952740416667,"mix elongated",4,148899,"class","Diatom",39.7785,-70.865
"2454","D20180203T174012_IFCB102",3.43624390416667,"mix elongated",2,148899,"class","Diatom",39.7696,-70.8855
"2455","D20180203T180234_IFCB102",3.42572386666667,"mix elongated",6,148899,"class","Diatom",39.7656,-70.8876
"2456","D20180203T182455_IFCB102",3.43319251666667,"mix elongated",7,148899,"class","Diatom",39.7621,-70.8899
"2457","D20180203T184716_IFCB102",3.374855875,"mix elongated",2,148899,"class","Diatom",39.7536,-70.8911
"2458","D20180203T190938_IFCB102",3.36366889166667,"mix elongated",2,148899,"class","Diatom",39.7549,-70.8882
"2459","D20180203T193159_IFCB102",3.388847575,"mix elongated",7,148899,"class","Diatom",39.7719,-70.8761
"2460","D20180203T195421_IFCB102",3.38127802916667,"mix elongated",3,148899,"class","Diatom",39.812,-70.8549
"2461","D20180203T223051_IFCB102",3.43652149166667,"mix elongated",4,148899,"class","Diatom",39.9331,-70.8868
"2462","D20180203T225313_IFCB102",3.41269184166667,"mix elongated",28,148899,"class","Diatom",39.9298,-70.8873
"2463","D20180203T231534_IFCB102",3.45249735833333,"mix elongated",20,148899,"class","Diatom",39.9249,-70.8863
"2464","D20180203T233756_IFCB102",3.49892975,"mix elongated",22,148899,"class","Diatom",39.9195,-70.8859
"2465","D20180204T000017_IFCB102",3.54039444166667,"mix elongated",34,148899,"class","Diatom",39.909,-70.8886
"2466","D20180204T002238_IFCB102",3.50142232916667,"mix elongated",29,148899,"class","Diatom",39.8972,-70.8908
"2467","D20180204T012943_IFCB102",3.3047651625,"mix elongated",30,148899,"class","Diatom",40.0241,-70.8977
"2468","D20180204T015204_IFCB102",3.44479954166667,"mix elongated",24,148899,"class","Diatom",40.0556,-70.8896
"2469","D20180204T021426_IFCB102",3.49946875833333,"mix elongated",24,148899,"class","Diatom",40.085,-70.8809
"2470","D20180204T023647_IFCB102",3.55377567916667,"mix elongated",21,148899,"class","Diatom",40.0938,-70.8699
"2471","D20180204T025908_IFCB102",3.567010925,"mix elongated",22,148899,"class","Diatom",40.088,-70.8601
"2472","D20180204T032130_IFCB102",3.5876386,"mix elongated",22,148899,"class","Diatom",40.0839,-70.8547
"2473","D20180204T042834_IFCB102",3.59560605,"mix elongated",25,148899,"class","Diatom",40.0832,-70.8579
"2474","D20180204T045055_IFCB102",3.6385875125,"mix elongated",25,148899,"class","Diatom",40.1216,-70.8654
"2475","D20180204T051317_IFCB102",3.78930787083333,"mix elongated",28,148899,"class","Diatom",40.1764,-70.8716
"2476","D20180204T053538_IFCB102",3.83007345,"mix elongated",38,148899,"class","Diatom",40.2219,-70.873
"2477","D20180204T055759_IFCB102",3.81367555416667,"mix elongated",33,148899,"class","Diatom",40.2166,-70.8631
"2478","D20180204T062021_IFCB102",3.7847423875,"mix elongated",35,148899,"class","Diatom",40.2085,-70.8629
"2479","D20180204T064242_IFCB102",3.7755081,"mix elongated",41,148899,"class","Diatom",40.2014,-70.8637
"2480","D20180204T070503_IFCB102",3.74023883333333,"mix elongated",33,148899,"class","Diatom",40.2178,-70.8511
"2481","D20180204T102615_IFCB102",4.04795369583333,"mix elongated",43,148899,"class","Diatom",40.5023,-70.8653
"2482","D20180204T104837_IFCB102",4.06318784166667,"mix elongated",56,148899,"class","Diatom",40.5291,-70.8844
"2483","D20180204T111058_IFCB102",4.0618455125,"mix elongated",55,148899,"class","Diatom",40.5258,-70.8823
"2484","D20180204T113319_IFCB102",4.09081607916667,"mix elongated",66,148899,"class","Diatom",40.5724,-70.8821
"2485","D20180204T115540_IFCB102",4.107019975,"mix elongated",62,148899,"class","Diatom",40.6315,-70.8823
"2486","D20180204T121802_IFCB102",3.9345249375,"mix elongated",84,148899,"class","Diatom",40.6886,-70.8836
"2487","D20180204T124023_IFCB102",3.91480774583333,"mix elongated",85,148899,"class","Diatom",40.6949,-70.8812
"2488","D20180204T130244_IFCB102",3.90839815,"mix elongated",56,148899,"class","Diatom",40.7041,-70.8819
"2489","D20180204T132506_IFCB102",3.89400857083333,"mix elongated",60,148899,"class","Diatom",40.7637,-70.8788
"2490","D20180204T134727_IFCB102",4.0338559125,"mix elongated",83,148899,"class","Diatom",40.8241,-70.8809
"2491","D20180204T140948_IFCB102",4.03016445416667,"mix elongated",70,148899,"class","Diatom",40.8627,-70.8828
"2492","D20180204T143210_IFCB102",4.04261894166667,"mix elongated",55,148899,"class","Diatom",40.8595,-70.8809
"2493","D20180204T145431_IFCB102",4.0238949375,"mix elongated",50,148899,"class","Diatom",40.8517,-70.8804
"2494","D20180204T151652_IFCB102",4.06289185416667,"mix elongated",62,148899,"class","Diatom",40.8759,-70.8815
"2495","D20180204T153914_IFCB102",4.1381946625,"mix elongated",47,148899,"class","Diatom",40.9322,-70.8821
"2496","D20180204T160135_IFCB102",4.30181985833333,"mix elongated",45,148899,"class","Diatom",40.9698,-70.8813
"2497","D20180204T162356_IFCB102",4.3277898875,"mix elongated",27,148899,"class","Diatom",40.9953,-70.8801
"2498","D20180204T164617_IFCB102",4.2835282,"mix elongated",19,148899,"class","Diatom",41.0178,-70.8808
"2499","D20180204T170839_IFCB102",0.868225125,"mix elongated",3,148899,"class","Diatom",41.0359,-70.8802
"2500","D20180204T173600_IFCB102",4.24324062083333,"mix elongated",1,148899,"class","Diatom",41.0326,-70.8815
"2501","D20180204T175821_IFCB102",4.21860883333333,"mix elongated",2,148899,"class","Diatom",41.0309,-70.8825
"2502","D20180204T182042_IFCB102",4.0457675625,"mix elongated",2,148899,"class","Diatom",41.0296,-70.881
"2503","D20180204T195008_IFCB102",4.10384851666667,"mix elongated",2,148899,"class","Diatom",41.075,-70.8819
"2504","D20180204T201229_IFCB102",4.04670484166667,"mix elongated",5,148899,"class","Diatom",41.1281,-70.8814
"2505","D20180204T205712_IFCB102",4.0233097,"mix elongated",4,148899,"class","Diatom",41.1968,-70.8825
"2506","D20180204T211933_IFCB102",4.077338025,"mix elongated",5,148899,"class","Diatom",41.1977,-70.885
"2507","D20180204T214154_IFCB102",4.093372025,"mix elongated",2,148899,"class","Diatom",41.1887,-70.8523
"2508","D20180205T042420_IFCB102",4.0569351125,"mix elongated",6,148899,"class","Diatom",41.1899,-70.8816
"2509","D20180204T184304_IFCB102",4.11246663333333,"Hemiaulus",1,956056,"genus","Diatom",41.0281,-70.8786
"2510","D20180202T011536_IFCB102",3.89608572916667,"Leptocylindrus mediterraneus",2,149230,"species","Diatom",40.5261,-70.8855
"2511","D20180202T093729_IFCB102",4.0744867375,"Leptocylindrus mediterraneus",1,149230,"species","Diatom",40.3556,-70.8797
"2512","D20180203T131156_IFCB102",3.99397165416667,"Leptocylindrus mediterraneus",1,149230,"species","Diatom",39.7702,-70.6809
"2513","D20180203T174012_IFCB102",3.43624390416667,"Leptocylindrus mediterraneus",1,149230,"species","Diatom",39.7696,-70.8855
"2514","D20180131T201102_IFCB109",2.92914966666667,"amoeba",1,120533,"genus","other",41.197,-70.885
"2515","D20180131T213836_IFCB109",4.15178905416667,"amoeba",2,120533,"genus","other",41.197,-70.8937
"2516","D20180201T212729_IFCB102",4.2316007125,"amoeba",1,120533,"genus","other",40.6584,-70.896
"2517","D20180201T215017_IFCB102",4.16633765416667,"amoeba",1,120533,"genus","other",40.6352,-70.8973
"2518","D20180201T234421_IFCB102",3.78156844166667,"amoeba",1,120533,"genus","other",40.5227,-70.8958
"2519","D20180202T102306_IFCB102",4.0053288875,"amoeba",1,120533,"genus","other",40.3486,-70.8798
"2520","D20180203T024407_IFCB102",3.69132605416667,"amoeba",3,120533,"genus","other",40.1018,-70.8864
"2521","D20180203T073635_IFCB102",3.5137648625,"amoeba",3,120533,"genus","other",40.0906,-70.895
"2522","D20180203T075856_IFCB102",3.50503338333333,"amoeba",1,120533,"genus","other",40.0604,-70.8861
"2523","D20180204T000017_IFCB102",3.54039444166667,"amoeba",1,120533,"genus","other",39.909,-70.8886
"2524","D20180204T002238_IFCB102",3.50142232916667,"amoeba",1,120533,"genus","other",39.8972,-70.8908
"2525","D20180204T051317_IFCB102",3.78930787083333,"amoeba",2,120533,"genus","other",40.1764,-70.8716
"2526","D20180204T055759_IFCB102",3.81367555416667,"amoeba",1,120533,"genus","other",40.2166,-70.8631
"2527","D20180204T062021_IFCB102",3.7847423875,"amoeba",1,120533,"genus","other",40.2085,-70.8629
"2528","D20180204T104837_IFCB102",4.06318784166667,"amoeba",1,120533,"genus","other",40.5291,-70.8844
"2529","D20180204T111058_IFCB102",4.0618455125,"amoeba",1,120533,"genus","other",40.5258,-70.8823
"2530","D20180204T153914_IFCB102",4.1381946625,"amoeba",1,120533,"genus","other",40.9322,-70.8821
"2531","D20180131T184315_IFCB109",4.27172664583333,"Ciliate mix",1,1348,"class","other",41.1987,-70.8848
"2532","D20180131T213836_IFCB109",4.15178905416667,"Ciliate mix",2,1348,"class","other",41.197,-70.8937
"2533","D20180201T103729_IFCB102",3.99101885416667,"Ciliate mix",1,1348,"class","other",40.8413,-70.8868
"2534","D20180203T084339_IFCB102",3.49342852083333,"Ciliate mix",1,1348,"class","other",39.9953,-70.8838
"2535","D20180203T122713_IFCB102",3.97697407916667,"Ciliate mix",1,1348,"class","other",39.7738,-70.669
"2536","D20180203T131156_IFCB102",3.99397165416667,"Ciliate mix",1,1348,"class","other",39.7702,-70.6809
"2537","D20180203T174012_IFCB102",3.43624390416667,"Ciliate mix",1,1348,"class","other",39.7696,-70.8855
"2538","D20180204T062021_IFCB102",3.7847423875,"Ciliate mix",1,1348,"class","other",40.2085,-70.8629
"2539","D20180204T175821_IFCB102",4.21860883333333,"Ciliate mix",1,1348,"class","other",41.0309,-70.8825
"2540","D20180204T203450_IFCB102",4.12056120833333,"Ciliate mix",1,1348,"class","other",41.1827,-70.8832
"2541","D20180131T182933_IFCB109",1.6548032125,"Didinium",1,341301,"genus","other",41.1924,-70.8756
"2542","D20180201T201903_IFCB102",4.19167631666667,"Laboea strobila",1,101264,"species","other",40.6784,-70.8812
"2543","D20180131T182933_IFCB109",1.6548032125,"Mesodinium",1,179320,"genus","other",41.1924,-70.8756
"2544","D20180201T232132_IFCB102",3.71929327916667,"Mesodinium",1,179320,"genus","other",40.5265,-70.8907
"2545","D20180202T134826_IFCB102",3.57128686666667,"Pleuronema",1,163556,"genus","other",40.2217,-70.8737
"2546","D20180204T195008_IFCB102",4.10384851666667,"Strobilidium",1,101221,"species","other",41.075,-70.8819
"2547","D20180201T103729_IFCB102",3.99101885416667,"Strombidium oculatum",1,101320,"species","other",40.8413,-70.8868
"2548","D20180201T112345_IFCB102",4.021843225,"Tintinnida",1,425497,"order","other",40.7681,-70.8797
"2549","D20180201T193325_IFCB102",4.22867269166667,"Tintinnida",1,425497,"order","other",40.6923,-70.8842
"2550","D20180203T101305_IFCB102",3.5719974125,"Tintinnida",1,425497,"order","other",39.8606,-70.8755
"2551","D20180203T141900_IFCB102",3.64952740416667,"Tintinnida",1,425497,"order","other",39.7785,-70.865
"2552","D20180131T201102_IFCB109",2.92914966666667,"Akashiwo",1,232546,"species","Dinoflagellate",41.197,-70.885
"2553","D20180131T211514_IFCB109",4.144428075,"Akashiwo",1,232546,"species","Dinoflagellate",41.1987,-70.8814
"2554","D20180131T213836_IFCB109",4.15178905416667,"Akashiwo",5,232546,"species","Dinoflagellate",41.197,-70.8937
"2555","D20180131T190627_IFCB109",2.73107427083333,"Amphidinium",1,109473,"genus","Dinoflagellate",41.1972,-70.8812
"2556","D20180201T103729_IFCB102",3.99101885416667,"Amphidinium",1,109473,"genus","Dinoflagellate",40.8413,-70.8868
"2557","D20180201T114755_IFCB102",4.12785991666667,"Amphidinium",1,109473,"genus","Dinoflagellate",40.7175,-70.8785
"2558","D20180201T191037_IFCB102",4.242025075,"Amphidinium",2,109473,"genus","Dinoflagellate",40.6987,-70.8862
"2559","D20180201T195614_IFCB102",4.2515781625,"Amphidinium",1,109473,"genus","Dinoflagellate",40.6871,-70.8833
"2560","D20180201T204151_IFCB102",4.26345694166667,"Amphidinium",1,109473,"genus","Dinoflagellate",40.673,-70.885
"2561","D20180202T011536_IFCB102",3.89608572916667,"Amphidinium",1,109473,"genus","Dinoflagellate",40.5261,-70.8855
"2562","D20180204T111058_IFCB102",4.0618455125,"Amphidinium",1,109473,"genus","Dinoflagellate",40.5258,-70.8823
"2563","D20180204T115540_IFCB102",4.107019975,"Amphidinium",1,109473,"genus","Dinoflagellate",40.6315,-70.8823
"2564","D20180204T132506_IFCB102",3.89400857083333,"Amphidinium",1,109473,"genus","Dinoflagellate",40.7637,-70.8788
"2565","D20180204T145431_IFCB102",4.0238949375,"Amphidinium",2,109473,"genus","Dinoflagellate",40.8517,-70.8804
"2566","D20180204T151652_IFCB102",4.06289185416667,"Amphidinium",1,109473,"genus","Dinoflagellate",40.8759,-70.8815
"2567","D20180204T173600_IFCB102",4.24324062083333,"Amphidinium",1,109473,"genus","Dinoflagellate",41.0326,-70.8815
"2568","D20180204T201229_IFCB102",4.04670484166667,"Amphidinium",1,109473,"genus","Dinoflagellate",41.1281,-70.8814
"2569","D20180204T203450_IFCB102",4.12056120833333,"Amphidinium",1,109473,"genus","Dinoflagellate",41.1827,-70.8832
"2570","D20180204T205712_IFCB102",4.0233097,"Amphidinium",2,109473,"genus","Dinoflagellate",41.1968,-70.8825
"2571","D20180204T214154_IFCB102",4.093372025,"Amphidinium",1,109473,"genus","Dinoflagellate",41.1887,-70.8523
"2572","D20180131T190627_IFCB109",2.73107427083333,"Chrysochromulina",1,115090,"genus","Haptophyte",41.1972,-70.8812
"2573","D20180204T182042_IFCB102",4.0457675625,"Chrysochromulina",1,115090,"genus","Haptophyte",41.0296,-70.881
"2574","D20180201T225844_IFCB102",3.74634749583333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.5294,-70.8858
"2575","D20180202T000710_IFCB102",3.81870549583333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.5193,-70.8996
"2576","D20180202T100018_IFCB102",4.06955295,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.3526,-70.8805
"2577","D20180202T110844_IFCB102",4.01638262916667,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.3517,-70.8931
"2578","D20180202T113133_IFCB102",3.84726926666667,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.3406,-70.8977
"2579","D20180202T115422_IFCB102",3.89298317083333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.3215,-70.8931
"2580","D20180202T121710_IFCB102",3.9170456,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.3021,-70.8892
"2581","D20180202T123959_IFCB102",3.91305275,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.2826,-70.8863
"2582","D20180202T132537_IFCB102",3.65955532916667,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.2397,-70.8796
"2583","D20180202T171345_IFCB102",3.52460061666667,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.2056,-70.8949
"2584","D20180203T075856_IFCB102",3.50503338333333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.0604,-70.8861
"2585","D20180203T101305_IFCB102",3.5719974125,"Emiliania huxleyi",1,115104,"species","Haptophyte",39.8606,-70.8755
"2586","D20180203T223051_IFCB102",3.43652149166667,"Emiliania huxleyi",1,115104,"species","Haptophyte",39.9331,-70.8868
"2587","D20180203T225313_IFCB102",3.41269184166667,"Emiliania huxleyi",1,115104,"species","Haptophyte",39.9298,-70.8873
"2588","D20180203T231534_IFCB102",3.45249735833333,"Emiliania huxleyi",1,115104,"species","Haptophyte",39.9249,-70.8863
"2589","D20180204T000017_IFCB102",3.54039444166667,"Emiliania huxleyi",1,115104,"species","Haptophyte",39.909,-70.8886
"2590","D20180204T042834_IFCB102",3.59560605,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.0832,-70.8579
"2591","D20180204T051317_IFCB102",3.78930787083333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.1764,-70.8716
"2592","D20180204T102615_IFCB102",4.04795369583333,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.5023,-70.8653
"2593","D20180204T104837_IFCB102",4.06318784166667,"Emiliania huxleyi",6,115104,"species","Haptophyte",40.5291,-70.8844
"2594","D20180204T111058_IFCB102",4.0618455125,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.5258,-70.8823
"2595","D20180204T113319_IFCB102",4.09081607916667,"Emiliania huxleyi",2,115104,"species","Haptophyte",40.5724,-70.8821
"2596","D20180204T121802_IFCB102",3.9345249375,"Emiliania huxleyi",2,115104,"species","Haptophyte",40.6886,-70.8836
"2597","D20180204T124023_IFCB102",3.91480774583333,"Emiliania huxleyi",2,115104,"species","Haptophyte",40.6949,-70.8812
"2598","D20180204T145431_IFCB102",4.0238949375,"Emiliania huxleyi",2,115104,"species","Haptophyte",40.8517,-70.8804
"2599","D20180204T153914_IFCB102",4.1381946625,"Emiliania huxleyi",1,115104,"species","Haptophyte",40.9322,-70.8821
"2600","D20180204T192746_IFCB102",4.1373472125,"Emiliania huxleyi",1,115104,"species","Haptophyte",41.0215,-70.8811
"2601","D20180204T214154_IFCB102",4.093372025,"Emiliania huxleyi",1,115104,"species","Haptophyte",41.1887,-70.8523
"2602","D20180131T213836_IFCB109",4.15178905416667,"Heterocapsa rotundata",1,110152,"species","Dinoflagellate",41.197,-70.8937
"2603","D20180204T130244_IFCB102",3.90839815,"Heterocapsa triquetra",1,110153,"species","Dinoflagellate",40.7041,-70.8819
"2604","D20180204T132506_IFCB102",3.89400857083333,"Heterocapsa triquetra",5,110153,"species","Dinoflagellate",40.7637,-70.8788
"2605","D20180204T134727_IFCB102",4.0338559125,"Heterocapsa triquetra",8,110153,"species","Dinoflagellate",40.8241,-70.8809
"2606","D20180204T140948_IFCB102",4.03016445416667,"Heterocapsa triquetra",9,110153,"species","Dinoflagellate",40.8627,-70.8828
"2607","D20180204T143210_IFCB102",4.04261894166667,"Heterocapsa triquetra",6,110153,"species","Dinoflagellate",40.8595,-70.8809
"2608","D20180204T145431_IFCB102",4.0238949375,"Heterocapsa triquetra",8,110153,"species","Dinoflagellate",40.8517,-70.8804
"2609","D20180204T151652_IFCB102",4.06289185416667,"Heterocapsa triquetra",7,110153,"species","Dinoflagellate",40.8759,-70.8815
"2610","D20180204T153914_IFCB102",4.1381946625,"Heterocapsa triquetra",4,110153,"species","Dinoflagellate",40.9322,-70.8821
"2611","D20180204T162356_IFCB102",4.3277898875,"Heterocapsa triquetra",3,110153,"species","Dinoflagellate",40.9953,-70.8801
"2612","D20180204T164617_IFCB102",4.2835282,"Heterocapsa triquetra",3,110153,"species","Dinoflagellate",41.0178,-70.8808
"2613","D20180204T102615_IFCB102",4.04795369583333,"Karenia",1,231788,"genus","Dinoflagellate",40.5023,-70.8653
"2614","D20180131T180620_IFCB109",4.19464714583333,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",41.1975,-70.8792
"2615","D20180131T211514_IFCB109",4.144428075,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",41.1987,-70.8814
"2616","D20180201T103729_IFCB102",3.99101885416667,"Katodinium or Torodinium",2,109477,"genus","Dinoflagellate",40.8413,-70.8868
"2617","D20180201T110037_IFCB102",4.0412721,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.8155,-70.8831
"2618","D20180201T114755_IFCB102",4.12785991666667,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.7175,-70.8785
"2619","D20180201T193325_IFCB102",4.22867269166667,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.6923,-70.8842
"2620","D20180201T221306_IFCB102",4.00078299166667,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.5879,-70.8945
"2621","D20180202T005247_IFCB102",3.82806895833333,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.5289,-70.8836
"2622","D20180202T130248_IFCB102",3.76502869166667,"Katodinium or Torodinium",1,109477,"genus","Dinoflagellate",40.2617,-70.8828
